r_shoulder_pan_joint,r_shoulder_lift_joint,r_upper_arm_roll_joint,r_elbow_flex_joint,r_forearm_roll_joint,r_wrist_flex_joint,r_wrist_roll_joint,RWrist = 6x,RWrist = 6y,RElbow = 7x,RElbow = 7y,RShoulder = 8x,RShoulder = 8y
0.5308998197715868,0.6199925931058126,0.017896620556712595,-1.598668224557466,-1.305760176666842,-0.416282094595954,-2.9518164688785276,0.6990740740740741,0.7010869565217391,0.6898148148148148,0.9184782608695652,0.49074074074074076,0.8532608695652174
-0.7543289469869048,0.8575957345674513,-3.0643774743191896,-1.7709453882456758,-2.774271303352591,-1.7033658541506156,-3.1282990935968034,0.6944444444444444,0.7065217391304348,0,0,0.4861111111111111,0.8478260869565217
-0.6668765364760665,0.325867573740636,-1.7978206980042157,-0.4001120129500748,-0.42382201722534196,-1.9349241430638358,1.3249794677417457,0.6944444444444444,0.7065217391304348,0.6898148148148148,0.907608695652174,0.48148148148148145,0.8532608695652174
-0.5348191036223029,0.1363044773243135,-1.765965851768851,-0.3144481239899759,0.4635620361680721,-0.4660729779163377,2.4409355794045675,0.6851851851851852,0.7010869565217391,0,0,0.4861111111111111,0.8478260869565217
-0.3808473930072718,0.5639459918194917,-0.04479226106777778,-1.5084255055386806,1.451129670335467,-0.17249092683196077,-1.0413947861814763,0.6851851851851852,0.717391304347826,0.6759259259259259,0.9130434782608695,0.48148148148148145,0.8478260869565217
-0.9488905060886876,-0.10849775086503943,-0.8694210211746394,-1.300467685198691,-2.0183394465679454,-1.0010688699083403,-3.106342922714156,0.6851851851851852,0.7119565217391305,0.6805555555555556,0.9184782608695652,0.48148148148148145,0.8478260869565217
-1.4887878913521717,0.3237595759192947,-2.45005929460749,-0.8974744164778619,-1.5173023104858259,-1.7193916856544091,-2.8495628955953354,0.6759259259259259,0.7119565217391305,0.6620370370370371,0.9021739130434783,0.4675925925925926,0.8369565217391305
0.08512605833102294,0.18231562393035272,0.4181074007414285,-0.23939669900417782,2.6298244545615432,-0.515776364132762,1.9582965341110636,0.6759259259259259,0.7119565217391305,0,0,0.4675925925925926,0.8369565217391305
-0.16607391816379202,1.1219363225981827,-1.2984335478395224,-0.41004933526825615,-2.951325041048586,-1.749153033620678,-1.9069843284545926,0.6805555555555556,0.717391304347826,0.6805555555555556,0.907608695652174,0.4861111111111111,0.8097826086956522
0.5220766598990227,0.506732460581651,-1.7229143524542447,-1.6148570416220234,-0.36466147404839644,-0.5588528383057565,-1.0533634719709952,0.6898148148148148,0.7282608695652174,0.6157407407407407,0.7119565217391305,0.4861111111111111,0.8315217391304348
-0.2682141601416641,0.28571399204568004,-0.8078264488838611,-1.5890433577338468,-2.8962597614843797,-0.9539823539322243,-2.191056888805543,0.6759259259259259,0.717391304347826,0.6759259259259259,0.9021739130434783,0.4722222222222222,0.8369565217391305
-0.19533912228238925,0.4908133024569834,-1.6230578776448965,-0.8794247565288562,-1.5974935767168017,-1.398170737246983,-2.5416541142101026,0.6666666666666666,0.7119565217391305,0.6620370370370371,0.9130434782608695,0.4675925925925926,0.8315217391304348
-1.029462186721197,0.45562475673272274,-1.0524351388216018,-0.19125725713174324,2.4192631956113635,-1.4876072994433343,-1.0933493225936015,0.6805555555555556,0.717391304347826,0.6759259259259259,0.9184782608695652,0.4722222222222222,0.8586956521739131
-0.6273871981385788,0.9985600310443435,-0.5064582159742712,-0.762655656005186,0.6584425337001694,-0.35390575698111215,-0.1398195657604222,0.6851851851851852,0.7119565217391305,0.6805555555555556,0.9184782608695652,0.47685185185185186,0.8478260869565217
-0.9202264761635255,-0.04143695600985081,0.263631897326559,-0.24666362247273788,-0.062450429425341625,-1.2790050985757262,2.90661399282539,0.6990740740740741,0.6956521739130435,0.6944444444444444,0.9130434782608695,0.4861111111111111,0.8369565217391305
-1.0322520874757786,0.4534874350288418,0.49396204110234976,-0.7600996287675574,-3.030473572919776,-0.3665757050737739,-2.447152028881783,0.6944444444444444,0.7065217391304348,0.6990740740740741,0.9130434782608695,0.4861111111111111,0.842391304347826
-1.3275249955564759,0.07010214369222523,0.2273795500397684,-0.2501745882068993,-1.2120167401735777,-1.1489486981881782,0.20395602729005402,0.6990740740740741,0.717391304347826,0.6851851851851852,0.8913043478260869,0.4861111111111111,0.842391304347826
-0.6338612577724967,-0.23074280551178383,-3.2234753916971384,-1.2687429304059594,2.5474823535053774,-1.1999284690013154,1.3223176751302566,0.6712962962962963,0.7228260869565217,0.6620370370370371,0.9021739130434783,0,0
-0.045515676734850796,0.33753738071438855,-0.8365333134308455,-1.7611900791176829,0.5201783877920843,-0.5729785973904655,2.611109068544879,0.6666666666666666,0.7119565217391305,0,0,0.4675925925925926,0.8369565217391305
-1.8781971092662395,-0.06601405931278131,0.4322660129517324,-1.1004714021694846,-0.21265075069446926,-1.7156069492921233,-1.8155660378644165,0.6851851851851852,0.717391304347826,0.6712962962962963,0.8967391304347826,0.4861111111111111,0.8260869565217391
-0.8369879025582383,0.2400310320637422,-2.2252312487922605,-0.6170823261372511,0.41855009349141437,-1.5242643816396595,-2.2788140147792317,0.6759259259259259,0.717391304347826,0.6574074074074074,0.9184782608695652,0.4722222222222222,0.842391304347826
0.13681660726884814,1.265224946747534,-3.3006978032179175,-1.1459851557182847,-1.768839430850821,-0.338908338500187,-2.4782296066333536,0.6851851851851852,0.7228260869565217,0.6574074074074074,0.907608695652174,0.4722222222222222,0.8369565217391305
-1.7162608113697415,0.053831569941644564,-0.3805165548808871,-1.1174674954502843,2.4055367698620627,-0.45098930364474654,2.1120221602575757,0.6898148148148148,0.7119565217391305,0.6898148148148148,0.8804347826086957,0.47685185185185186,0.8315217391304348
0.4071124222759783,1.0176771015587964,-1.2397236795164641,-0.43772466846706815,0.3069455624747275,-0.6523996591102332,2.956594394435448,0.6712962962962963,0.7065217391304348,0.6666666666666666,0.9184782608695652,0.4861111111111111,0.8260869565217391
0.24079327247335458,1.243557311935327,-0.9747159097343681,-1.3144316192290515,0.12537476531078928,-1.1295983394840734,0.034355883540450716,0.6759259259259259,0.7065217391304348,0.6666666666666666,0.907608695652174,0.49074074074074076,0.8315217391304348
0.3083878980414472,0.7105972219008022,-0.939912003278732,-0.5995242286176654,-2.0410326136351564,-0.5886034634662793,-0.8224554070946781,0,0,0,0,0.125,0.6521739130434783
-1.541730438251661,-0.15211310111810453,-3.546031024493277,-0.5353685577361145,1.2216827826659031,-1.6295432622544468,-0.05096726420256026,0.6851851851851852,0.7282608695652174,0.6435185185185185,0.907608695652174,0.4675925925925926,0.8532608695652174
-0.8397080120247047,1.1381379661134678,-0.9111678731627761,-1.9190752984209918,0.6995002014939771,-0.4781639843015002,2.2619678065070383,0.6805555555555556,0.7119565217391305,0.6759259259259259,0.9130434782608695,0.48148148148148145,0.842391304347826
-0.36024534221109783,0.20451392747666686,-3.6627668268978595,-0.5740990902295802,2.07495740301309,-1.9765706787351518,-2.731836542494472,0.6759259259259259,0.7065217391304348,0,0,0.46296296296296297,0.842391304347826
-0.7443932994349922,0.3474416913551046,-3.615986853931099,-1.9623526182688775,1.8790710264163781,-1.0346296606585383,-1.292403218193051,0.6759259259259259,0.7119565217391305,0,0,0.47685185185185186,0.8315217391304348
-1.4451936202911126,-0.3273539742216701,-2.353673822339624,-1.3991063606072451,2.199842485755206,-1.3778210691409187,0.11065325683229865,0.6851851851851852,0.7119565217391305,0,0,0.4861111111111111,0.8260869565217391
-1.010312496786028,-0.12971575511652045,-2.1448405283503233,-1.4619929580933648,1.3389479727860492,-0.9029467054409908,0.8407853917321133,0.6666666666666666,0.717391304347826,0,0,0.4722222222222222,0.8043478260869565
-0.9555760097074868,0.41242803904400216,0.21921109631657654,-1.4800607637790266,0.36670941891923503,-0.890438213897869,1.8997715805632627,0.6805555555555556,0.7119565217391305,0.6666666666666666,0.9184782608695652,0.47685185185185186,0.8152173913043478
0.10806974611925924,0.5734834356624401,-3.2143802478909493,-1.6037500828011662,1.7551321605508505,-0.8612670776667073,-1.4636835687071532,0.6712962962962963,0.7010869565217391,0.6851851851851852,0.9130434782608695,0.49537037037037035,0.8206521739130435
-1.2237791095015393,0.6775817174310098,-3.3335734428837895,-0.8718555499183713,1.643729291328473,-0.2036319095874206,1.5691768296677688,0.6898148148148148,0.7228260869565217,0.6805555555555556,0.9239130434782609,0,0
-1.9385374591547355,0.2494565434566932,-2.0891600211150942,-1.9123837891820588,-2.0775183844768192,-0.2038902805885301,-2.6724136849396514,0.6851851851851852,0.7228260869565217,0.6759259259259259,0.9239130434782609,0.48148148148148145,0.9293478260869565
-0.662778882178114,0.18692059058938182,-1.5612254392355678,-1.0099528716253583,-2.9523988082895873,-0.2459723234642297,-2.078144042355124,0.6851851851851852,0.7228260869565217,0.6759259259259259,0.9184782608695652,0,0
-0.9131873943227418,-0.22248911541765556,-0.6586434543132778,-1.0752839805047494,1.753828587897531,-1.0637056855717675,1.074251099693102,0.6666666666666666,0.7228260869565217,0.6574074074074074,0.9184782608695652,0.4537037037037037,0.9347826086956522
-0.4028131798685519,0.522511719566118,-1.3932886618189513,-1.3902445023886627,-3.0760272692712203,-0.5437650689389557,0.2537753440645676,0.6805555555555556,0.717391304347826,0.6712962962962963,0.9239130434782609,0.4722222222222222,0.9021739130434783
-0.5315532480212419,1.1123364021942255,-0.18736516982316953,-1.3674145416920074,-2.9032861921291335,-0.4227315209573135,3.0590137660762355,0.6898148148148148,0.7228260869565217,0.6851851851851852,0.9021739130434783,0.48148148148148145,0.9347826086956522
0.4867465199835248,0.09303155595571733,-3.2688882880844177,-2.067458557228069,1.3516907192525878,-1.563873866898939,-1.0786601329013181,0.6851851851851852,0.7010869565217391,0.6898148148148148,0.9184782608695652,0.47685185185185186,0.9130434782608695
-0.4886681953523322,0.13467088833148594,-3.494800306484103,-1.7264558395574336,0.497213400305319,-1.2386391023173928,-2.923336776162154,0.6805555555555556,0.7065217391304348,0.6944444444444444,0.9239130434782609,0.4861111111111111,0.9293478260869565
0.15382918786943423,0.6491560123332311,0.36246208865195584,-0.9256008870674763,-0.5991891127802074,-0.562911425367929,2.737036679375332,0.6944444444444444,0.7065217391304348,0.6898148148148148,0.9130434782608695,0.5,0.907608695652174
